rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
2591497,daridorexant,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE QUVIVIQ is indicated for the treatment of adult patients with insomnia, characterized by difficulties with sleep onset and/or sleep maintenance [see Clinical Studies (14.1) ] . QUVIVIQ is an orexin receptor antagonist indicated for the treatment of adult patients with insomnia, characterized by difficulties with sleep onset and/or sleep maintenance. ( 1 )",Insomnia
62174,deserpidine,False,,,
3247,desipramine,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Desipramine hydrochloride tablets is indicated for the treatment of depression.,
3251,desmopressin,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Central Diabetes Insipidus Desmopressin acetate tablets are indicated as antidiuretic replacement therapy in the management of central diabetes insipidus and for the management of the temporary polyuria and polydipsia following head trauma or surgery in the pituitary region. Desmopressin acetate is ineffective for the treatment of nephrogenic diabetes insipidus. Patients were selected for therapy based on the diagnosis by means of the water deprivation test, the hypertonic saline infusion test, and/or response to antidiuretic hormone. Continued response to desmopressin acetate can be monitored by measuring urine volume and osmolality. Primary Nocturnal Enuresis Desmopressin acetate tablets are indicated for the management of primary nocturnal enuresis. Desmopressin acetate may be used alone or as an adjunct to behavioral conditioning or other non-pharmacologic intervention.",
22656,desogestrel,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Volnea™ (desogestrel and ethinyl estradiol and ethinyl estradiol) tablets are indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception. Oral contraceptives are highly effective. Table 2 lists the typical accidental pregnancy rates for users of combination oral contraceptives and other methods of contraception. The efficacy of these contraceptive methods, except sterilization, depends upon the reliability with which they are used. Correct and consistent use of these methods can result in lower failure rates. TABLE 2 Percentage of women experiencing an unintended pregnancy during the first year of typical use and the first year of perfect use of contraception and the percentage continuing use at the end of the first year, United States. % of Women Experiencing an Unintended Pregnancy within the First Year of Use % of Women Continuing Use at One Year Among couples attempting to avoid pregnancy, the percentage who continue to use a method for one year. Method (1) Typical Use Among typical couples who initiate use of a method (not necessarily for the first time), the percentage who experience an accidental pregnancy during the first year if they do not stop use for any other reason. (2) Perfect Use Among couples who initiate use of a method (not necessarily for the first time) and who use it perfectly (both consistently and correctly), the percentage who experience an accidental pregnancy during the first year if they do not stop use for any other reason. (3) (4) Chance The percents becoming pregnant in columns (2) and (3) are based on data from populations where contraception is not used and from women who cease using contraception in order to become pregnant. Among such populations, about 89% become pregnant within one year. This estimate was lowered slightly (to 85%) to represent the percent who would become pregnant within one year among women now relying on reversible methods of contraception if they abandoned contraception altogether. 85 85 Spermicides Foams, creams, gels, vaginal suppositories, and vaginal film. 26 6 40 Periodic abstinence 25 63 Calendar 9 Ovulation Method 3 Sympto-Thermal Cervical mucus (ovulation) method supplemented by calendar in the pre-ovulatory and basal body temperature in the post-ovulatory phases. 2 Post-Ovulation 1 Withdrawal 19 4 Cap With spermicidal cream or jelly. Parous Women 40 26 42 Nulliparous Women 20 9 56 Sponge Parous Women 40 20 42 Nulliparous Women 20 9 56 Diaphragm 20 6 56 Condom Without spermicides. Female (Reality) 21 5 56 Male 14 3 61 Pill 5 71 Progestin Only 0.5 Combined 0.1 IUD Progesterone T 2 1.5 81 Copper T 380A 0.8 0.6 78 LNg 20 0.1 0.1 81 Depo-Provera 0.3 0.3 70 Norplant and Norplant-2 0.05 0.05 88 Female sterilization 0.5 0.5 100 Male sterilization 0.15 0.10 100 Adapted from Hatcher et al., 1998, Ref#1.",
734064,desvenlafaxine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE PRISTIQ is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14) ] . PRISTIQ is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of adults with major depressive disorder (MDD) ( 1 ).,Major Depressive Disorder
352372,dexmethylphenidate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE AZSTARYS is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older. Limitations of Use The use of AZSTARYS is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage [see Warnings and Precautions ( 5.7 ), Use in Specific Populations ( 8.4 )]. AZSTARYS is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older. ( 1 ) Limitations of Use The use of AZSTARYS is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage (5.7, 8.4).",ADHD
3288,dextroamphetamine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate Tablets (Mixed Salts of a Single Amphetamine Product) are indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) and Narcolepsy. Attention Deficit Hyperactivity Disorder (ADHD) A diagnosis of Attention Deficit Hyperactivity Disorder (ADHD; DSM-IV ® ) implies the presence of hyperactive-impulsive or inattentive symptoms that caused impairment and were present before age 7 years. The symptoms must cause clinically significant impairment, e.g., in social, academic, or occupational functioning, and be present in two or more settings, e.g., school (or work) and at home. The symptoms must not be better accounted for by another mental disorder. For the Inattentive Type, at least six of the following symptoms must have persisted for at least 6 months: lack of attention to details/careless mistakes; lack of sustained attention; poor listener; failure to follow through on tasks; poor organization; avoids tasks requiring sustained mental effort; loses things; easily distracted; forgetful. For the Hyperactive-Impulsive Type, at least six of the following symptoms must have persisted for at least 6 months: fidgeting/squirming; leaving seat; inappropriate running/climbing; difficulty with quiet activities; “on the go;” excessive talking; blurting answers; can't wait turn; intrusive. The Combined Type requires both inattentive and hyperactive-impulsive criteria to be met.",ADHD
3322,diazepam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Diazepam tablets are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. In acute alcohol withdrawal, diazepam tablets may be useful in the symptomatic relief of acute agitation, tremor, impending or acute delirium tremens and hallucinosis. Diazepam tablets are a useful adjunct for the relief of skeletal muscle spasm due to reflex spasm to local pathology (such as inflammation of the muscles or joints, or secondary to trauma), spasticity caused by upper motor neuron disorders (such as cerebral palsy and paraplegia), athetosis, and stiff-man syndrome. Oral diazepam tablets may be used adjunctively in convulsive disorders, although it has not proved useful as the sole therapy. The effectiveness of diazepam tablets in long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. The physician should periodically reassess the usefulness of the drug for the individual patient.",
3332,dibenzepin,False,,,
1598,dicumarol,False,,,
3389,diethylpropion,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Diethylpropion hydrochloride extended release tablets, 75 mg are indicated in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction in patients with an initial body mass index (BMI) of 30 kg/m 2 or higher and who have not responded to appropriate weight reducing regimen (diet and/or exercise) alone. Below is a chart of BMI based on various heights and weights. BMI is calculated by taking the patient’s weight, in kilograms (kg), divided by the patient’s height, in meters (m), squared. Metric conversions are as follows: pounds divided by 2.2 = kg; inches x 0.0254 = meters. Body Mass Index (BMI), kg/m 2 Weight (pounds) Height (feet, inches) 5’0” 5’3” 5’6” 5’9” 6’0” 6’3” 140 27 25 23 21 19 18 150 29 27 24 22 20 19 160 31 28 26 24 22 20 170 33 30 28 25 23 21 180 35 32 29 27 25 23 190 37 34 31 28 26 24 200 39 36 32 30 27 25 210 41 37 34 31 29 26 220 43 39 36 33 30 28 230 45 41 37 34 31 29 240 47 43 39 36 33 30 250 49 44 40 37 34 31 The usefulness of agents of this class (See CLINICAL PHARMACOLOGY ) should be measured against possible risk factors inherent in their use such as those described below. Diethylpropion hydrochloride extended release tablets, 75 mg are indicated for use as monotherapy only.",
